ric,ticker,isin,exchange_name,coverage_role
LP40202497,FEAIX,US32008F6631,Lipper,projection_only
LP40202754,QCELX,US00203H5110,Lipper,projection_only
LP40202755,QSMLX,US00203H4873,Lipper,projection_only
LP40202756,QICLX,US00203H5375,Lipper,projection_only
LP40202787,QCENX,US00203H4956,Lipper,projection_only
LP40202788,QSMNX,US00203H4790,Lipper,projection_only
LP40202789,QICNX,US00203H5292,Lipper,projection_only
LP40204177,QLENX,US00203H4386,Lipper,projection_only
LP40204178,QLEIX,US00203H4469,Lipper,projection_only
LP40204179,QMHIX,US00203H4618,Lipper,projection_only
LP40204180,QMHNX,US00203H4535,Lipper,projection_only
LP40205086,QSPIX,US00203H4204,Lipper,projection_only
LP40205090,QSPNX,US00203H4121,Lipper,projection_only
LP40206313,HNRIX,US42588P7345,Lipper,projection_only
LP40206314,HMSFX,US42588P7261,Lipper,projection_only
LP40207174,QGMIX,US00203H3701,Lipper,projection_only
LP40208779,QMHRX,US00191K7081,Lipper,projection_only
LP40208790,QSPRX,US00191K8493,Lipper,projection_only
LP40208878,QMNRX,US00191K7651,Lipper,projection_only
LP40208880,QMNNX,US00191K7818,Lipper,projection_only
LP40208881,QMNIX,US00191K7990,Lipper,projection_only
LP40210752,QTENX,US00191K6414,Lipper,projection_only
LP40210753,QTELX,US00191K6588,Lipper,projection_only
LP40215968,FSPGX,US31635V7293,Lipper,projection_only
LP40215980,FTIHX,US31635V6386,Lipper,projection_only
LP40221610,QRPNX,US00203H1721,Lipper,projection_only
LP40221611,QRPIX,US00203H1804,Lipper,projection_only
LP40222140,FUAMX,US31635V2575,Lipper,projection_only
LP40222756,FTXSX,US14064D7820,Lipper,projection_only
LP40222757,FTXNX,US14064D7903,Lipper,projection_only
LP40222758,FTXFX,US14064D7747,Lipper,projection_only
LP40222760,FTVSX,US14064D7580,Lipper,projection_only
LP40222761,FTVNX,US14064D7663,Lipper,projection_only
LP40222762,FTVZX,US14064D7416,Lipper,projection_only
LP40224697,FZROX,US31635T7081,Lipper,projection_only
LP40224698,FZILX,US31635T6091,Lipper,projection_only
LP40224992,FZIPX,US3159116363,Lipper,projection_only
LP40225602,FTHAX,US14064D7176,Lipper,projection_only
LP40225603,FTYCX,US14064D6913,Lipper,projection_only
LP40225604,FTXAX,US14064D6830,Lipper,projection_only
LP40225605,FTXCX,US14064D6756,Lipper,projection_only
LP40225843,VHYAX,US9219467860,Lipper,projection_only
LP40225845,VTWAX,US9220426194,Lipper,projection_only
LP40228523,BLNDX,US90470L5848,Lipper,projection_only
LP40229813,QDSIX,US00191K3510,Lipper,projection_only
LP40229814,QDSNX,US00191K3445,Lipper,projection_only
LP40232408,FESCX,US32008F2341,Lipper,projection_only
LP40233555,QNZIX,US00191K3106,Lipper,projection_only
LP40234162,FTVAX,US14064D5436,Lipper,projection_only
LP40234163,FTVCX,US14064D5352,Lipper,projection_only
LP40235232,FESMX,US32008F1509,Lipper,projection_only
LP40300700,FDUIX,US32008F1277,Lipper,projection_only
LP40303887,QHFIX,US00191K2298,Lipper,projection_only
LP40303890,QLFIX,US00191K1878,Lipper,projection_only
LP40303893,QMFIX,US00191K2520,Lipper,projection_only
LP40303894,QMFNX,US00191K2454,Lipper,projection_only
LP40303896,QCFIX,US00191K2868,Lipper,projection_only
LPCN.OQ,LPCN,US53630X2036,NASDAQ Stock Exchange Capital Market,native_equity
LPG.N,LPG,MHY2106R1100,New York Stock Exchange,native_equity
LPLA.OQ,LPLA,US50212V1008,Nasdaq Stock Exchange Global Select Market,native_equity
LPNT.OQ,LPNT,,,native_equity
LPRO.OQ,LPRO,US68373J1043,NASDAQ Stock Exchange Global Market,native_equity
LPSN.OQ,LPSN,US5381463091,Nasdaq Stock Exchange Global Select Market,native_equity
LPS^A14,LPS,US52602E1029,New York Consolidated,native_equity
LPT.N,LPT,,,native_equity
LPT.N^B20,LPT,US5311721048,New York Stock Exchange,native_equity
LPX.N,LPX,US5463471053,New York Stock Exchange,native_equity
LQD,LQD,US4642872422,NYSE Arca Consolidated,projection_only
LQDA.OQ,LQDA,US53635D2027,NASDAQ Stock Exchange Capital Market,native_equity
LQDB.K,LQDB,US46436E4944,NYSE Arca Consolidated,projection_only
LQDIDC1,LQDI,,Johannesburg Stock Exchange,projection_only
LQDT.OQ,LQDT,US53635B1070,Nasdaq Stock Exchange Global Select Market,native_equity
LQDW.K,LQDW,US46436E2880,Cboe Consolidated,projection_only
LRCX.OQ,LRCX,US5128073062,Nasdaq Stock Exchange Global Select Market,native_equity
LRMR.OQ,LRMR,US5171251003,NASDAQ Stock Exchange Global Market,native_equity
LRN.N,LRN,US86333M1080,New York Stock Exchange,native_equity
LRW.B,LRW,,,native_equity
LSAK.O,LSAK,US64107N2062,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
LSBG.OQ,LSBG,,,native_equity
LSCC.OQ,LSCC,US5184151042,Nasdaq Stock Exchange Global Select Market,native_equity
LSE.N,LSE,KYG5462C1069,New York Stock Exchange,native_equity
LSF.A,LSF,US50736T1025,American Stock Exchange,native_equity
LSI.O^E14,LSI,US5021611026,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
LSTR.OQ,LSTR,US5150981018,Nasdaq Stock Exchange Global Select Market,native_equity
LTBG.OQ,LTBG,,,native_equity
LTBR.OQ,LTBR,US53224K3023,NASDAQ Stock Exchange Capital Market,native_equity
LTC.N,LTC,US5021751020,New York Stock Exchange,native_equity
LTH.N,LTH,US53190C1027,New York Stock Exchange,native_equity
LTM.N,LTM,US51817R2058,New York Stock Exchange,native_equity
LTR.II,LTR,,,native_equity
LTS.B,LTS,,,native_equity
LTXX.O,LTXX,,,native_equity
LUCD.OQ,LUCD,US54948X1090,NASDAQ Stock Exchange Capital Market,native_equity
LUFK.OQ,LUFK,,,native_equity
LULU.OQ,LULU,US5500211090,Nasdaq Stock Exchange Global Select Market,native_equity
LUM.B,LUM,,,native_equity
LUMN.N,LUMN,US5502411037,New York Stock Exchange,native_equity
LUNA.PK,LUNA,US5503511009,USA Pink Sheets,native_equity
LUNG.OQ,LUNG,US7458481014,Nasdaq Stock Exchange Global Select Market,native_equity
LUNR.OQ,LUNR,US46125A1007,NASDAQ Stock Exchange Global Market,native_equity
LUV.II,LUV,,,native_equity
LUV.N,LUV,US8447411088,New York Stock Exchange,native_equity
LVB.B,LVB,,,native_equity
LVB.N,LVB,,,native_equity
LVLT.N,LVLT,,,native_equity
LVNTA.O^C18,LVNTA,US53071M8560,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
LVO.OQ,LVO,US53814X3008,NASDAQ Stock Exchange Capital Market,native_equity
LVWR.N,LVWR,US53838J1051,New York Stock Exchange,native_equity
LW.N,LW,US5132721045,New York Stock Exchange,native_equity
LWAY.OQ,LWAY,US5319141090,NASDAQ Stock Exchange Global Market,native_equity
LWSNF.INS,LWSNF,,,native_equity
LXEO.OQ,LXEO,US52886X1072,NASDAQ Stock Exchange Global Market,native_equity
LXFR.N,LXFR,GB00BNK03D49,New York Stock Exchange,native_equity
LXFT.N,LXFT,,,native_equity
LXK.N,LXK,,,native_equity
LXP.N,LXP,US5290434084,New York Stock Exchange,native_equity
LXRX.OQ,LXRX,US5288723027,NASDAQ Stock Exchange Capital Market,native_equity
LXU.N,LXU,US5021601043,New York Stock Exchange,native_equity
LYB.N,LYB,NL0009434992,New York Stock Exchange,native_equity
LYEL.OQ,LYEL,US55083R2031,Nasdaq Stock Exchange Global Select Market,native_equity
LYFT.OQ,LYFT,US55087P1049,Nasdaq Stock Exchange Global Select Market,native_equity
LYTS.OQ,LYTS,US50216C1080,Nasdaq Stock Exchange Global Select Market,native_equity
LYV.N,LYV,US5380341090,New York Stock Exchange,native_equity
LZ.OQ,LZ,US52466B1035,Nasdaq Stock Exchange Global Select Market,native_equity
LZB.N,LZB,US5053361078,New York Stock Exchange,native_equity
LZM.N,LZM,IM00BLCY1J27,New York Stock Exchange,native_equity
LZ^I11,LZ,US5492711040,New York Consolidated,native_equity
M.N,M,US55616P1049,New York Stock Exchange,native_equity
MA.N,MA,US57636Q1040,New York Stock Exchange,native_equity
MAA.N,MAA,US59522J1034,New York Stock Exchange,native_equity
MAC.N,MAC,US5543821012,New York Stock Exchange,native_equity
MAFB.OQ,MAFB,,,native_equity
MAGN.N,MAGN,US55939A1079,New York Stock Exchange,native_equity
MAIN.N,MAIN,US56035L1044,New York Stock Exchange,native_equity
MAKO.OQ,MAKO,,,native_equity
MAMA.OQ,MAMA,US56146T1034,NASDAQ Stock Exchange Capital Market,native_equity
MAN.N,MAN,US56418H1005,New York Stock Exchange,native_equity
MANH.OQ,MANH,US5627501092,Nasdaq Stock Exchange Global Select Market,native_equity
MANT.O^I22,MANT,US5645631046,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
MAPS.OQ,MAPS,US92971A1097,Nasdaq Stock Exchange Global Select Market,native_equity
MAQ.PH,MAQ,,,native_equity
MAR.II,MAR,,,native_equity
MAR.OQ,MAR,US5719032022,Nasdaq Stock Exchange Global Select Market,native_equity
MARA.OQ,MARA,US5657881067,NASDAQ Stock Exchange Capital Market,native_equity
MAS.II,MAS,,,native_equity
MAS.N,MAS,US5745991068,New York Stock Exchange,native_equity
MASI.OQ,MASI,US5747951003,Nasdaq Stock Exchange Global Select Market,native_equity
MASS.OQ,MASS,US65443P1021,NASDAQ Stock Exchange Global Market,native_equity
MAT.OQ,MAT,US5770811025,Nasdaq Stock Exchange Global Select Market,native_equity
MATR.OQ,MATR,,,native_equity
MATV.N,MATV,US8085411069,New York Stock Exchange,native_equity
MATW.OQ,MATW,US5771281012,Nasdaq Stock Exchange Global Select Market,native_equity
MATX.N,MATX,US57686G1058,New York Stock Exchange,native_equity
MATX_W.N,MATX_W,,,native_equity
MAX.N,MAX,US58450V1044,New York Stock Exchange,native_equity
MAXY.OQ,MAXY,,,native_equity
MAXYDE.INS,MAXYDE,,,native_equity
MAZE.OQ,MAZE,US5787841007,NASDAQ Stock Exchange Global Market,native_equity
MBC.N,MBC,US57638P1049,New York Stock Exchange,native_equity
MBCN.OQ,MBCN,US5963042040,NASDAQ Stock Exchange Capital Market,native_equity
MBFI.OQ,MBFI,,,native_equity
MBHI.O,MBHI,,,native_equity
MBI.II,MBI,,,native_equity
MBI.N,MBI,US55262C1009,New York Stock Exchange,native_equity
MBIN.OQ,MBIN,US58844R1086,NASDAQ Stock Exchange Capital Market,native_equity
MBIO.OQ,MBIO,US62818Q3020,NASDAQ Stock Exchange Capital Market,native_equity
MBLY.N,MBLY,US60741F1049,New York Stock Exchange,native_equity
MBRG.OQ,MBRG,,,native_equity
MBUU.OQ,MBUU,US56117J1007,NASDAQ Stock Exchange Global Market,native_equity
MBVT.OQ,MBVT,,,native_equity
MBWM.OQ,MBWM,US5873761044,Nasdaq Stock Exchange Global Select Market,native_equity
MBX.OQ,MBX,US55287L1017,Nasdaq Stock Exchange Global Select Market,native_equity
MC.N,MC,US60786M1053,New York Stock Exchange,native_equity
MCB.N,MCB,US5917741044,New York Stock Exchange,native_equity
MCBI.OQ,MCBI,,,native_equity
MCBS.OQ,MCBS,US59165J1051,Nasdaq Stock Exchange Global Select Market,native_equity
MCD.N,MCD,US5801351017,New York Stock Exchange,native_equity
MCFT.OQ,MCFT,US57637H1032,NASDAQ Stock Exchange Global Market,native_equity
MCGC.OQ,MCGC,,,native_equity
MCHB.OQ,MCHB,US43785V1026,Nasdaq Stock Exchange Global Select Market,native_equity
MCHI.O,MCHI,US46429B6719,NASDAQ Global Market Consolidated,projection_only
MCHP.OQ,MCHP,US5950171042,Nasdaq Stock Exchange Global Select Market,native_equity
MCHX.OQ,MCHX,US56624R1086,Nasdaq Stock Exchange Global Select Market,native_equity
MCK.II,MCK,,,native_equity
MCK.N,MCK,US58155Q1031,New York Stock Exchange,native_equity
MCO.II,MCO,,,native_equity
MCO.N,MCO,US6153691059,New York Stock Exchange,native_equity
MCRB.OQ,MCRB,US81750R2013,Nasdaq Stock Exchange Global Select Market,native_equity
MCRI.OQ,MCRI,US6090271072,Nasdaq Stock Exchange Global Select Market,native_equity
MCRL.OQ,MCRL,,,native_equity
MCRN.N,MCRN,,,native_equity
MCRS.O^I14,MCRS,US5949011002,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
MCS.N,MCS,US5663301068,New York Stock Exchange,native_equity
MCW.OQ,MCW,US60646V1052,Nasdaq Stock Exchange Global Select Market,native_equity
MCY.N,MCY,US5894001008,New York Stock Exchange,native_equity
MD.N,MD,US58502B1061,New York Stock Exchange,native_equity
MDAS.OQ,MDAS,,,native_equity
MDB.OQ,MDB,US60937P1066,NASDAQ Stock Exchange Global Market,native_equity
MDC^D24,MDC^D24,US5526761086,New York Consolidated,native_equity
MDGL.OQ,MDGL,US5588681057,Nasdaq Stock Exchange Global Select Market,native_equity
MDLZ.OQ,MDLZ,US6092071058,Nasdaq Stock Exchange Global Select Market,native_equity
MDP.II,MDP,,,native_equity
MDP^L21,MDP^L21,US5894331017,New York Consolidated,native_equity
MDRX.PK,MDRX,US01988P1084,USA Pink Sheets,native_equity
MDT.N,MDT,IE00BTN1Y115,New York Stock Exchange,native_equity
MDTH.O,MDTH,,,native_equity
MDTL.O,MDTL,,,native_equity
MDU.N,MDU,US5526901096,New York Stock Exchange,native_equity
MDV.N,MDV,US60784B1017,New York Stock Exchange,native_equity
MDVN.P,MDVN,,,native_equity
MDWD.OQ,MDWD,IL0011316309,NASDAQ Stock Exchange Global Market,native_equity
MDXG.OQ,MDXG,US6024961012,NASDAQ Stock Exchange Capital Market,native_equity
MDY,MDY,US78467Y1073,NYSE Arca Consolidated,projection_only
MDZA.TO,MDZA,,,native_equity
ME.N,ME,US90138Q3065,,native_equity
MEA.A,MEA,,,native_equity
MEAS.O,MEAS,,,native_equity
MEAS.OQ,MEAS,,,native_equity
MEC.N,MEC,US5786051079,New York Stock Exchange,native_equity
MECA.O,MECA,,,native_equity
MED.N,MED,US58470H1014,New York Stock Exchange,native_equity
MEDP.OQ,MEDP,US58506Q1094,Nasdaq Stock Exchange Global Select Market,native_equity
MEDW.OQ,MEDW,,,native_equity
MEDXDE.INS,MEDXDE,,,native_equity
MEET.OQ,MEET,,,native_equity
MEE^F11,MEE,US5762061068,New York Consolidated,native_equity
MEG.N,MEG,US6151111019,New York Stock Exchange,native_equity
MEH.B,MEH,,,native_equity
MEI.N,MEI,US5915202007,New York Stock Exchange,native_equity
MELI.OQ,MELI,US58733R1023,Nasdaq Stock Exchange Global Select Market,native_equity
MEND.O,MEND,,,native_equity
MENT.O^C17,MENT,US5872001061,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
MENTDE.INS,MENTDE,,,native_equity
MERC.O,MERC,US5880561015,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
MESG.OQ,MESG,,,native_equity
MET.II,MET,US59156RAR93,,native_equity
MET.N,MET,US59156R1086,New York Stock Exchange,native_equity
META.OQ,META,US30303M1027,Nasdaq Stock Exchange Global Select Market,native_equity
METC.OQ,METC,US75134P6007,Nasdaq Stock Exchange Global Select Market,native_equity
METH.OQ,METH,,,native_equity
METR.OQ,METR,,,native_equity
MFA.N,MFA,US55272X6076,New York Stock Exchange,native_equity
MFB.N,MFB,,,native_equity
MFB.PH,MFB,,,native_equity
MFE^C11,MFE,US5790641063,New York Consolidated,native_equity
MFI.OQ,MFI,VGG6065C1216,NASDAQ Stock Exchange Capital Market,native_equity
MFIN.OQ,MFIN,US5839281061,Nasdaq Stock Exchange Global Select Market,native_equity
MFLX.OQ,MFLX,US33740F5089,NASDAQ Stock Exchange Global Market,native_equity
MFRM.OQ,MFRM,,,native_equity
MFSF.OQ,MFSF,,,native_equity
MFUT.K,MFUT,US88636J3370,Cboe Consolidated,projection_only
MG.N,MG,US60649T1079,New York Stock Exchange,native_equity
MGAM.OQ,MGAM,US6073711011,NASDAQ Stock Exchange Capital Market,native_equity
MGC,MGC,US9219108738,NYSE Arca Consolidated,projection_only
MGEE.OQ,MGEE,US55277P1049,Nasdaq Stock Exchange Global Select Market,native_equity
MGK.P,MGK,US9219108167,NYSE Arca,projection_only
MGM.N,MGM,US5529531015,New York Stock Exchange,native_equity
MGNI.OQ,MGNI,US55955D1000,Nasdaq Stock Exchange Global Select Market,native_equity
MGNX.OQ,MGNX,US5560991094,Nasdaq Stock Exchange Global Select Market,native_equity
MGPI.OQ,MGPI,US55303J1060,Nasdaq Stock Exchange Global Select Market,native_equity
MGRC.OQ,MGRC,US5805891091,Nasdaq Stock Exchange Global Select Market,native_equity
MGTX.OQ,MGTX,KYG596651029,Nasdaq Stock Exchange Global Select Market,native_equity
MGV,MGV,US9219108407,NYSE Arca Consolidated,projection_only
MGY.N,MGY,US5596631094,New York Stock Exchange,native_equity
MH.N,MH,US5809071039,New York Stock Exchange,native_equity
MHGC.O,MHGC,,,native_equity
MHGC.OQ,MHGC,,,native_equity
MHK.N,MHK,US6081901042,New York Stock Exchange,native_equity
MHO.N,MHO,US55305B1017,New York Stock Exchange,native_equity
MHP.II,MHP,,,native_equity
MHR.N,MHR,,,native_equity
MHS.II,MHS,,,native_equity
MHS^D12,MHS,US58405U1025,New York Consolidated,native_equity
MIAX.N,MIAX,US59356Q1085,New York Stock Exchange,native_equity
MIDD.OQ,MIDD,US5962781010,Nasdaq Stock Exchange Global Select Market,native_equity
MIG.N,MIG,US92189H8622,New York Stock Exchange,native_equity
MIKN.BCU,MIKN,US59408Q1067,BATS Europe,native_equity
MIL.II,MIL,,,native_equity
MILL.N,MILL,,,native_equity
MIND.OQ,MIND,US6025663096,NASDAQ Stock Exchange Capital Market,native_equity
MINI.OQ,MINI,,,native_equity
MINO.K,MINO,US72201R6356,NYSE Arca Consolidated,projection_only
MINT.K,MINT,US72201R8337,NYSE Arca Consolidated,projection_only
MIPS.O,MIPS,,,native_equity
MIPS.OQ,MIPS,,,native_equity
MIR.N,MIR,US60471A1016,New York Stock Exchange,native_equity
MIRM.OQ,MIRM,US6047491013,NASDAQ Stock Exchange Global Market,native_equity
MITK.OQ,MITK,US6067102003,NASDAQ Stock Exchange Capital Market,native_equity
MITT.N,MITT,US0012285013,New York Stock Exchange,native_equity
MI^G11,MI,US5718371033,New York Consolidated,native_equity
MJN.N,MJN,,,native_equity
MKC.II,MKC,,,native_equity
MKC.N,MKC,US5797802064,New York Stock Exchange,native_equity
MKL.N,MKL,US5705351048,New York Stock Exchange,native_equity
MKSI.OQ,MKSI,US55306N1046,Nasdaq Stock Exchange Global Select Market,native_equity
MKTG.OQ,MKTG,,,native_equity
MKTO.OQ,MKTO,,,native_equity
MKTW.OQ,MKTW,US57064P2065,NASDAQ Stock Exchange Global Market,native_equity
MKTX.OQ,MKTX,US57060D1081,Nasdaq Stock Exchange Global Select Market,native_equity
MLAB.OQ,MLAB,US59064R1095,Nasdaq Stock Exchange Global Select Market,native_equity
MLAN.OQ,MLAN,,,native_equity
MLI.N,MLI,US6247561029,New York Stock Exchange,native_equity
MLKN.OQ,MLKN,US6005441000,Nasdaq Stock Exchange Global Select Market,native_equity
MLM.N,MLM,US5732841060,New York Stock Exchange,native_equity
MLP.N,MLP,US5773451019,New York Stock Exchange,native_equity
MLR.N,MLR,US6005512040,New York Stock Exchange,native_equity
MLYS.OQ,MLYS,US6031701013,Nasdaq Stock Exchange Global Select Market,native_equity
MM.MW,MM,,,native_equity
MMI.N,MMI,US5663241090,New York Stock Exchange,native_equity
MMM.N,MMM,US88579Y1010,New York Stock Exchange,native_equity
MMPI.O,MMPI,,,native_equity
MMR.B,MMR,,,native_equity
MMR.N,MMR,,,native_equity
MMS.N,MMS,US5779331041,New York Stock Exchange,native_equity
MMSI.OQ,MMSI,US5898891040,Nasdaq Stock Exchange Global Select Market,native_equity
MNC.B,MNC,,,native_equity
MNK.N,MNK,,,native_equity
MNKD.OQ,MNKD,US56400P7069,NASDAQ Stock Exchange Global Market,native_equity
MNOV.OQ,MNOV,US58468P2065,NASDAQ Stock Exchange Global Market,native_equity
MNPR.OQ,MNPR,US61023L2079,NASDAQ Stock Exchange Capital Market,native_equity
MNRO.OQ,MNRO,US6102361010,Nasdaq Stock Exchange Global Select Market,native_equity
MNSB.OQ,MNSB,US56064Y1001,NASDAQ Stock Exchange Capital Market,native_equity
MNST.II,MNST,,,native_equity
MNST.OQ,MNST,US61174X1090,Nasdaq Stock Exchange Global Select Market,native_equity
MNT.B,MNT,,,native_equity
MNTG.II,MNTG,,,native_equity
MNTK.OQ,MNTK,US61218C1036,NASDAQ Stock Exchange Capital Market,native_equity
MO.N,MO,US02209S1033,New York Stock Exchange,native_equity
MOD.N,MOD,US6078281002,New York Stock Exchange,native_equity
MOGA,MOGB,HU0000153937,New York Consolidated,native_equity
MOGA.N,MOG.A,US6153942023,New York Stock Exchange,native_equity
MOH.N,MOH,US60855R1005,New York Stock Exchange,native_equity
MOLX.O^L13,MOLX,US6085541018,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
MOLXF.INS,MOLXF,,,native_equity
MON^F18,MON^F18,US61166W1018,New York Consolidated,native_equity
MORE.N,MORE,,,native_equity
MORN.OQ,MORN,US6177001095,Nasdaq Stock Exchange Global Select Market,native_equity
MOS.N,MOS,US61945C1036,New York Stock Exchange,native_equity
MOTC.BR^I08,PMO,BE0004464021,Brussels Stock Exchange,native_equity
MOV.N,MOV,US6245801062,New York Stock Exchange,native_equity
MOVE.OQ,MOVE,US62459M3051,NASDAQ Stock Exchange Capital Market,native_equity
MP.N,MP,US5533681012,New York Stock Exchange,native_equity
MPAA.OQ,MPAA,US6200711009,Nasdaq Stock Exchange Global Select Market,native_equity
MPB.OQ,MPB,US59540G1076,NASDAQ Stock Exchange Global Market,native_equity
MPC.N,MPC,US56585A1025,New York Stock Exchange,native_equity
MPG.N,MPG,US88340C8423,New York Stock Exchange,native_equity
MPLT.OQ,MPLT,US56565P1030,Nasdaq Stock Exchange Global Select Market,native_equity
MPO.N,MPO,,,native_equity
MPR.N,MPR,,,native_equity
MPS.B,MPS,,,native_equity
MPS.N,MPS,,,native_equity
MPSX.N,MPSX,,,native_equity
MPT,MPT,US58463J3041,New York Consolidated,native_equity
MPTI.A,MPTI,US55380K1097,American Stock Exchange,native_equity
MPWR.OQ,MPWR,US6098391054,Nasdaq Stock Exchange Global Select Market,native_equity
MPX.N,MPX,US5684271084,New York Stock Exchange,native_equity
MQ.OQ,MQ,US57142B1044,Nasdaq Stock Exchange Global Select Market,native_equity
MRBK.OQ,MRBK,US58958P1049,Nasdaq Stock Exchange Global Select Market,native_equity
MRCY.OQ,MRCY,US5893781089,Nasdaq Stock Exchange Global Select Market,native_equity
MRCYDE.INS,MRCYDE,,,native_equity
MRGE.OQ,MRGE,,,native_equity
MRH.MW,MRH,,,native_equity
MRH.N,MRH,,,native_equity
MRK.II,MRK,,,native_equity
MRK.N,MRK,US58933Y1055,New York Stock Exchange,native_equity
MRKR.OQ,MRKR,US57055L2060,NASDAQ Stock Exchange Capital Market,native_equity
MRNA.OQ,MRNA,US60770K1079,Nasdaq Stock Exchange Global Select Market,native_equity
MRNS.MX,MRNS*,US56854Q2003,Bolsa Mexicana de Valores S.A. de C.V.,native_equity
MRO.MX,MRO*,US5658491064,Bolsa Mexicana de Valores S.A. de C.V.,native_equity
MRSH.K,MRSH,US5717481023,New York Consolidated,native_equity
MRT.PH,MRT,US5731341039,NASDAQ OMX PSX  SE,native_equity
MRTN.OQ,MRTN,US5730751089,Nasdaq Stock Exchange Global Select Market,native_equity
MRVCDE.INS,MRVCDE,,,native_equity
MRVI.OQ,MRVI,US56600D1072,Nasdaq Stock Exchange Global Select Market,native_equity
MRVL.OQ,MRVL,US5738741041,Nasdaq Stock Exchange Global Select Market,native_equity
MRX.OQ,MRX,GB00BMT7GT62,Nasdaq Stock Exchange Global Select Market,native_equity
MRX^L12,MRX,US5846903095,New York Consolidated,native_equity
MS.N,MS,US6174464486,New York Stock Exchange,native_equity
MSA.N,MSA,US5534981064,New York Stock Exchange,native_equity
MSBI.OQ,MSBI,US5977421057,Nasdaq Stock Exchange Global Select Market,native_equity
MSCCN.BCU,MSCCN,US5951371005,BATS Europe,native_equity
MSCI.N,MSCI,US55354G1004,New York Stock Exchange,native_equity
MSEX.OQ,MSEX,US5966801087,Nasdaq Stock Exchange Global Select Market,native_equity
MSFT.OQ,MSFT,US5949181045,Nasdaq Stock Exchange Global Select Market,native_equity
MSGE.N,MSGE,US5582561032,New York Stock Exchange,native_equity
MSI.N,MSI,US6200763075,New York Stock Exchange,native_equity
MSM.N,MSM,US5535301064,New York Stock Exchange,native_equity
MSO.B,MSO,,,native_equity
MSO.N,MSO,,,native_equity
MSPD.OQ,MSPD,,,native_equity
MSTR.OQ,MSTR,US5949724083,Nasdaq Stock Exchange Global Select Market,native_equity
MSW.OQ,MSW,KYG614401068,NASDAQ Stock Exchange Capital Market,native_equity
MTB.II,MTB,,,native_equity
MTB.N,MTB,US55261F1049,New York Stock Exchange,native_equity
MTCH.OQ,MTCH,US57667L1070,Nasdaq Stock Exchange Global Select Market,native_equity
MTCT.OQ,MTCT,,,native_equity
MTD.N,MTD,US5926881054,New York Stock Exchange,native_equity
MTDR.N,MTDR,US5764852050,New York Stock Exchange,native_equity
MTEX.OQ,MTEX,US5637712036,NASDAQ Stock Exchange Capital Market,native_equity
MTG.II,MTG,,,native_equity
MTG.N,MTG,US5528481030,New York Stock Exchange,native_equity
MTGE.OQ,MTGE,,,native_equity
MTH.N,MTH,US59001A1025,New York Stock Exchange,native_equity
MTN.N,MTN,US91879Q1094,New York Stock Exchange,native_equity
MTNB.A,MTNB,US5768103039,American Stock Exchange,native_equity
MTRN.N,MTRN,US5766901012,New York Stock Exchange,native_equity
MTRX.OQ,MTRX,US5768531056,Nasdaq Stock Exchange Global Select Market,native_equity
MTSI.OQ,MTSI,US55405Y1001,Nasdaq Stock Exchange Global Select Market,native_equity
MTSN.O,MTSN,,,native_equity
MTSN.OQ,MTSN,,,native_equity
MTUM.P,MTUM,US46432F3964,NYSE Arca,projection_only
MTUS.N,MTUS,US8873991033,New York Stock Exchange,native_equity
MTW.N,MTW,US5635714059,New York Stock Exchange,native_equity
MTX.N,MTX,US6031581068,New York Stock Exchange,native_equity
MTZ.N,MTZ,US5763231090,New York Stock Exchange,native_equity
MU.OQ,MU,US5951121038,Nasdaq Stock Exchange Global Select Market,native_equity
MUB,MUB,US4642884146,NYSE Arca Consolidated,projection_only
MUNI.K,MUNI,US72201R8667,NYSE Arca Consolidated,projection_only
MUR.II,MUR,,,native_equity
MUR.N,MUR,US6267171022,New York Stock Exchange,native_equity
MUSA.N,MUSA,US6267551025,New York Stock Exchange,native_equity
MUX.N,MUX,US58039P3055,New York Stock Exchange,native_equity
MV.N,MV,,,native_equity
MVBF.OQ,MVBF,US5538101024,NASDAQ Stock Exchange Capital Market,native_equity
MVC.C,MVC,,,native_equity
MVIS.OQ,MVIS,US5949603048,NASDAQ Stock Exchange Global Market,native_equity
MVL.N,MVL,,,native_equity
MVSN.OQ,MVSN,,,native_equity
MVSND.OQ,MVSND,,,native_equity
MVST.OQ,MVST,US59516C1062,NASDAQ Stock Exchange Capital Market,native_equity
MWA.N,MWA,US6247581084,New York Stock Exchange,native_equity
MWIV.OQ,MWIV,,,native_equity
MWP.C,MWP,,,native_equity
MWV.II,MWV,,,native_equity
MWV.N,MWV,,,native_equity
MWW^K16,MWW^K16,US6117421072,New York Consolidated,native_equity
MWY.C,MWY,,,native_equity
MXCT.OQ,MXCT,US57777K1060,Nasdaq Stock Exchange Global Select Market,native_equity
MXGL.OQ,MXGL,,,native_equity
MXIM.O^H21,MXIM,US57772K1016,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
