ric,ticker,isin,exchange_name,coverage_role
UHS.N,UHS,US9139031002,New York Stock Exchange,native_equity
UHT.N,UHT,US91359E1055,New York Stock Exchange,native_equity
UIC.B,UIC,,,native_equity
UIL.B,UIL,,,native_equity
UIL.N,UIL,,,native_equity
UIS.N,UIS,US9092143067,New York Stock Exchange,native_equity
ULH.OQ,ULH,US91388P1057,Nasdaq Stock Exchange Global Select Market,native_equity
ULS.N,ULS,US9037311076,New York Stock Exchange,native_equity
ULTA.OQ,ULTA,US90384S3031,Nasdaq Stock Exchange Global Select Market,native_equity
ULTI.O^E19,ULTI,US90385D1072,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
ULTR.OQ,ULTR,,,native_equity
UMBF.OQ,UMBF,US9027881088,Nasdaq Stock Exchange Global Select Market,native_equity
UMH.N,UMH,US9030021037,New York Stock Exchange,native_equity
UMPQ.O^C23,UMPQ,US9042141039,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
UNB.OQ,UNB,US9054001071,NASDAQ Stock Exchange Global Market,native_equity
UNCA.O,UNCA,,,native_equity
UNF.N,UNF,US9047081040,New York Stock Exchange,native_equity
UNFI.N,UNFI,US9111631035,New York Stock Exchange,native_equity
UNG,UNG,US9123184098,NYSE Arca Consolidated,projection_only
UNH.N,UNH,US91324P1021,New York Stock Exchange,native_equity
UNIS.OQ,UNIS,,,native_equity
UNIT.OQ,UNIT,US9129321009,Nasdaq Stock Exchange Global Select Market,native_equity
UNM.II,UNM,,,native_equity
UNM.N,UNM,US91529Y1064,New York Stock Exchange,native_equity
UNP.II,UNP,,,native_equity
UNP.N,UNP,US9078181081,New York Stock Exchange,native_equity
UNS.B,UNS,,,native_equity
UNS.N,UNS,,,native_equity
UNT.N^E20,UNT,US9092181091,New York Stock Exchange,native_equity
UNTD.OQ,UNTD,,,native_equity
UNTY.OQ,UNTY,US9132901029,NASDAQ Stock Exchange Global Market,native_equity
UPB.OQ,UPB,US91678A1079,Nasdaq Stock Exchange Global Select Market,native_equity
UPBD.OQ,UPBD,US76009N1000,Nasdaq Stock Exchange Global Select Market,native_equity
UPL.N,UPL,,,native_equity
UPLD.OQ,UPLD,US91544A1097,NASDAQ Stock Exchange Global Market,native_equity
UPS.N,UPS,US9113121068,New York Stock Exchange,native_equity
UPST.OQ,UPST,US91680M1071,Nasdaq Stock Exchange Global Select Market,native_equity
UPWK.OQ,UPWK,US91688F1049,Nasdaq Stock Exchange Global Select Market,native_equity
URA.P,URA,US37954Y8710,NYSE Arca,projection_only
URBN.OQ,URBN,US9170471026,Nasdaq Stock Exchange Global Select Market,native_equity
URE.TO,URE,CA91688R1082,The Toronto Stock Exchange,native_equity
URGN.OQ,URGN,IL0011407140,NASDAQ Stock Exchange Global Market,native_equity
URI.N,URI,US9113631090,New York Stock Exchange,native_equity
URNM.P,URNM,US85208P3038,NYSE Arca,projection_only
URS.N,URS,,,native_equity
URZ.A,URZ,,,native_equity
US01671P1003.TRE,US01671P1003,US01671P1003,London Stock Exchange,native_equity
US02156B1035.TPRM,US02156B1035,US02156B1035,TPICAP,native_equity
US03828A1016.TRE,US03828A1016,US03828A1016,London Stock Exchange,native_equity
US05370A1088.TRE,US05370A1088,US05370A1088,London Stock Exchange,native_equity
US0736851090.TRU,US0736851090,US0736851090,TradEcho APA (EU),native_equity
US08579W1036.TPRM,US08579W1036,US08579W1036,TPICAP,native_equity
US08579X1019.TRE,US08579X1019,US08579X1019,London Stock Exchange,native_equity
US08915P1012.TRE,US08915P1012,US08915P1012,London Stock Exchange,native_equity
US09627Y1091.TRE,US09627Y1091,US09627Y1091,,native_equity
US11373M1071.TRE,US11373M1071,US11373M1071,London Stock Exchange,native_equity
US16934W1062.TRE,US16934W1062,US16934W1062,London Stock Exchange,native_equity
US1785871013.TBEA,US1785871013,US1785871013,Tradeweb APA,native_equity
US17888H1032.TRE,US17888H1032,US17888H1032,,native_equity
US2003401070.TRE,US2003401070,US2003401070,,native_equity
US21870Q1058.TPRM,US21870Q1058,US21870Q1058,TPICAP,native_equity
US22766M1099.TPRM,US22766M1099,US22766M1099,TPICAP,native_equity
US2321091082.TRU,US2321091082,US2321091082,TradEcho APA (EU),native_equity
US2825591033.TRE,US2825591033,US2825591033,London Stock Exchange,native_equity
US29788T1034.TBEA,US29788T1034,US29788T1034,Tradeweb APA,native_equity
US30034T1034.TRE,US30034T1034,US30034T1034,London Stock Exchange,native_equity
US3116421021.TRE,US3116421021,US3116421021,London Stock Exchange,native_equity
US3189161033.TRU,US3189161033,US3189161033,,native_equity
US36251C1036.TRU,US36251C1036,US36251C1036,TradEcho APA (EU),native_equity
US4016171054.TRE,US4016171054,US4016171054,London Stock Exchange,native_equity
US4023071024.TRE,US4023071024,US4023071024,London Stock Exchange,native_equity
US4040301081.TRU,US4040301081,US4040301081,TradEcho APA (EU),native_equity
US41165Y1001.TRE,US41165Y1001,,,native_equity
US4208772016.TPRM,US4208772016,US4208772016,TPICAP,native_equity
US4219461047.TPRM,US4219461047,US4219461047,TPICAP,native_equity
US4285671016.TPRM,US4285671016,US4285671016,TPICAP,native_equity
US4315711089.TRE,US4315711089,US4315711089,,native_equity
US45828L1089.TRE,US45828L1089,US45828L1089,London Stock Exchange,native_equity
US4606901001.TRE,US4606901001,US4606901001,,native_equity
US46565G1040.TPRM,US46565G1040,US46565G1040,TPICAP,native_equity
US50107A1043.ICEM,US50107A1043,US50107A1043,TPICAP,native_equity
US51509P1030.TBEA,US51509P1030,US51509P1030,Tradeweb APA,native_equity
US5168062058.TRE,US5168062058,US5168062058,London Stock Exchange,native_equity
US5314651028.TRE,US5314651028,US5314651028,London Stock Exchange,native_equity
US55345K1034.TRE,US55345K1034,US55345K1034,London Stock Exchange,native_equity
US62482R1077.TRE,US62482R1077,US62482R1077,London Stock Exchange,native_equity
US62945V1098.TBEA,US62945V1098,US62945V1098,Tradeweb APA,native_equity
US68162K1060.TRE,US68162K1060,US68162K1060,,native_equity
US69478X1054.TBEA,US69478X1054,US69478X1054,Tradeweb APA,native_equity
US71375U1016.TPRM,US71375U1016,US71375U1016,TPICAP,native_equity
US72814N1046.TBEA,US72814N1046,US72814N1046,Tradeweb APA,native_equity
US7296401026.TRE,US7296401026,US7296401026,London Stock Exchange,native_equity
US73754Y1001.TRE,US73754Y1001,US73754Y1001,London Stock Exchange,native_equity
US74346Y1038.TRE,US74346Y1038,US74346Y1038,,native_equity
US7495271071.TRE,US7495271071,US7495271071,London Stock Exchange,native_equity
US75737F1084.TRE,US75737F1084,US75737F1084,London Stock Exchange,native_equity
US76131N1019R=CJ,US76131N1019R=CJ,US76131N1019,,native_equity
US78667J1088.TRE,US78667J1088,US78667J1088,London Stock Exchange,native_equity
US8068821060.TRE,US8068821060,US8068821060,London Stock Exchange,native_equity
US8106481059.TRE,US8106481059,US8106481059,London Stock Exchange,native_equity
US8472151005.TRE,US8472151005,US8472151005,London Stock Exchange,native_equity
US8581552036.TRE,US8581552036,US8581552036,,native_equity
US86745K1043.TRE,US86745K1043,US86745K1043,London Stock Exchange,native_equity
US8681681057.TRE,US8681681057,US8681681057,London Stock Exchange,native_equity
US87161C5013.TRE,US87161C5013,US87161C5013,London Stock Exchange,native_equity
US87663X1028.TXEA,US87663X1028,US87663X1028,TRAX APA (Mon To Sun),native_equity
US88337F1057.TRE,US88337F1057,US88337F1057,London Stock Exchange,native_equity
US8968181011.TRE,US8968181011,US8968181011,London Stock Exchange,native_equity
US8998961044.TRU,US8998961044,US8998961044,TradEcho APA (EU),native_equity
US92765F1084.TRE,US92765F1084,US92765F1084,London Stock Exchange,native_equity
US96758W1018.TRE,US96758W1018,US96758W1018,,native_equity
USAK.NOI,USAK,US9029251066,AMEX Consolidated,native_equity
USAR.OQ,USAR,US91733P1075,NASDAQ Stock Exchange Global Market,native_equity
USAT.OQ,USAT,,,native_equity
USAU.OQ,USAU,US90291C2017,NASDAQ Stock Exchange Capital Market,native_equity
USB.N,USB,US9029733048,New York Stock Exchange,native_equity
USBE.OQ,USBE,,,native_equity
USCB.OQ,USCB,US90355N1019,NASDAQ Stock Exchange Global Market,native_equity
USFD.N,USFD,US9120081099,New York Stock Exchange,native_equity
USFR.K,USFR,US97717Y5270,NYSE Arca Consolidated,projection_only
USLM.OQ,USLM,US9119221029,Nasdaq Stock Exchange Global Select Market,native_equity
USMV.P,USMV,US46429B6974,NYSE Arca,projection_only
USNA.N,USNA,US90328M1071,New York Stock Exchange,native_equity
USO,USO,US91232N2071,NYSE Arca Consolidated,projection_only
USPH.N,USPH,US90337L1089,New York Stock Exchange,native_equity
UST.II,UST,,,native_equity
UTEK.O,UTEK,,,native_equity
UTEK.OQ,UTEK,,,native_equity
UTHR.OQ,UTHR,US91307C1027,Nasdaq Stock Exchange Global Select Market,native_equity
UTHRDE.INS,UTHRDE,,,native_equity
UTI.N,UTI,US9139151040,New York Stock Exchange,native_equity
UTIW.OQ,UTIW,,,native_equity
UTL.N,UTL,US9132591077,New York Stock Exchange,native_equity
UTMD.OQ,UTMD,US9174881089,Nasdaq Stock Exchange Global Select Market,native_equity
UTSIDE.INS,UTSIDE,,,native_equity
UTZ.N,UTZ,US9180901012,New York Stock Exchange,native_equity
UUUU.A,UUUU,CA2926717083,American Stock Exchange,native_equity
UVE.N,UVE,US91359V1070,New York Stock Exchange,native_equity
UVSP.OQ,UVSP,US9152711001,Nasdaq Stock Exchange Global Select Market,native_equity
UVV.N,UVV,US9134561094,New York Stock Exchange,native_equity
UVXY.K,UVXY,US74347Y6804,Cboe Consolidated,projection_only
V.N,V,US92826C8394,New York Stock Exchange,native_equity
VA.OQ,VA,,,native_equity
VABK.OQ,VABK,US9280311039,NASDAQ Stock Exchange Capital Market,native_equity
VAC.N,VAC,US57164Y1073,New York Stock Exchange,native_equity
VAL.N,VAL,BMG9460G1015,New York Stock Exchange,native_equity
VALU.OQ,VALU,US9204371002,NASDAQ Stock Exchange Capital Market,native_equity
VARI.OQ,VARI,,,native_equity
VAR^D21,VAR^D21,US92220P1057,New York Consolidated,native_equity
VASC.OQ,VASC,,,native_equity
VATE.N,VATE,US45784J3032,New York Stock Exchange,native_equity
VAW,VAW,US92204A8018,NYSE Arca Consolidated,projection_only
VB.P,VB,US9229087518,NYSE Arca,projection_only
VBR,VBR,US9229086114,NYSE Arca Consolidated,projection_only
VC.II,VC,,,native_equity
VC.OQ,VC,US92839U2069,Nasdaq Stock Exchange Global Select Market,native_equity
VCBI.OQ,VCBI,,,native_equity
VCEL.OQ,VCEL,US92346J1088,NASDAQ Stock Exchange Global Market,native_equity
VCI.B,VCI,,,native_equity
VCI.N,VCI,,,native_equity
VCIT.O,VCIT,US92206C8709,NASDAQ Global Market Consolidated,projection_only
VCR,VCR,US92204A1088,NYSE Arca Consolidated,projection_only
VCSH.O,VCSH,US92206C4096,NASDAQ Global Market Consolidated,projection_only
VCTR.OQ,VCTR,US92645B1035,Nasdaq Stock Exchange Global Select Market,native_equity
VCYT.OQ,VCYT,US92337F1075,NASDAQ Stock Exchange Global Market,native_equity
VDC,VDC,US92204A2078,NYSE Arca Consolidated,projection_only
VEA,VEA,US9219438580,NYSE Arca Consolidated,projection_only
VECO.OQ,VECO,US9224171002,Nasdaq Stock Exchange Global Select Market,native_equity
VEEV.N,VEEV,US9224751084,New York Stock Exchange,native_equity
VEL.N,VEL,US92262D1019,New York Stock Exchange,native_equity
VERA.OQ,VERA,US92337R1014,NASDAQ Stock Exchange Global Market,native_equity
VERI.OQ,VERI,US92347M1009,NASDAQ Stock Exchange Global Market,native_equity
VERU.OQ,VERU,US92536C2026,NASDAQ Stock Exchange Capital Market,native_equity
VERX.OQ,VERX,US92538J1060,NASDAQ Stock Exchange Global Market,native_equity
VEU,VEU,US9220427754,NYSE Arca Consolidated,projection_only
VFC.II,VFC,,,native_equity
VFC.N,VFC,US9182041080,New York Stock Exchange,native_equity
VGAS.OQ,VGAS,US9233721060,NASDAQ Stock Exchange Capital Market,native_equity
VGIT.O,VGIT,US92206C7065,NASDAQ Global Market Consolidated,projection_only
VGLT.O,VGLT,US92206C8477,NASDAQ Global Market Consolidated,projection_only
VGSH.O,VGSH,US92206C1027,NASDAQ Global Market Consolidated,projection_only
VGT,VGT,US92204A7028,NYSE Arca Consolidated,projection_only
VGZ.A,VGZ,CA9279263037,American Stock Exchange,native_equity
VHI.N,VHI,US9189052098,New York Stock Exchange,native_equity
VHS.N,VHS,,,native_equity
VHT,VHT,US92204A5048,NYSE Arca Consolidated,projection_only
VIA.N,VIA,US92556W1045,New York Stock Exchange,native_equity
VIAB.II,VIAB,,,native_equity
VIAB.O^L19,VIAB,US92553P2011,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
VIAS.OQ,VIAS,,,native_equity
VIAV.OQ,VIAV,US9255501051,Nasdaq Stock Exchange Global Select Market,native_equity
VICR.OQ,VICR,US9258151029,Nasdaq Stock Exchange Global Select Market,native_equity
VIG.P,VIG,US9219088443,NYSE Arca,projection_only
VIGN.O,VIGN,,,native_equity
VIR.OQ,VIR,US92764N1028,Nasdaq Stock Exchange Global Select Market,native_equity
VIRC.OQ,VIRC,US9276511097,NASDAQ Stock Exchange Global Market,native_equity
VIRT.K,VIRT,US9282541013,New York Consolidated,native_equity
VIS.MC,VIS,ES0184262212,BME SPANISH EXCHANGE,projection_only
VISN.OQ,VISN,US20337X1090,Nasdaq Stock Exchange Global Select Market,native_equity
VITC.OQ,VITC,,,native_equity
VITL.OQ,VITL,US92847W1036,NASDAQ Stock Exchange Global Market,native_equity
VIXM.K,VIXM,US74347W3381,Cboe Consolidated,projection_only
VIXY.K,VIXY,US74347Y7307,Cboe Consolidated,projection_only
VKTX.OQ,VKTX,US92686J1060,NASDAQ Stock Exchange Capital Market,native_equity
VLCM.OQ,VLCM,,,native_equity
VLDRN.BCU,VLDRN,US92259F1012,BATS Europe,native_equity
VLGEA.OQ,VLGEA,US9271074091,Nasdaq Stock Exchange Global Select Market,native_equity
VLO.II,VLO,,,native_equity
VLO.N,VLO,US91913Y1001,New York Stock Exchange,native_equity
VLTO.N,VLTO,US92338C1036,New York Stock Exchange,native_equity
VLTR.O,VLTR,,,native_equity
VLTR.OQ,VLTR,,,native_equity
VLUE.P,VLUE,US46432F3881,NYSE Arca,projection_only
VLY.OQ,VLY,US9197941076,Nasdaq Stock Exchange Global Select Market,native_equity
VMC.II,VMC,,,native_equity
VMC.N,VMC,US9291601097,New York Stock Exchange,native_equity
VMD.OQ,VMD,CA92663R1055,NASDAQ Stock Exchange Capital Market,native_equity
VMED.OQ,VMED,,,native_equity
VMEM.N,VMEM,,,native_equity
VMI.N,VMI,US9202531011,New York Stock Exchange,native_equity
VMSI.OQ,VMSI,,,native_equity
VMW.MX,VMW*,US9285634021,Bolsa Mexicana de Valores S.A. de C.V.,native_equity
VNCE.O,VNCE,US92719W2070,Consolidated Issue listed on NASDAQ Capital Market,native_equity
VNDA.OQ,VNDA,US9216591084,NASDAQ Stock Exchange Global Market,native_equity
VNO.II,VNO,,,native_equity
VNO.N,VNO,US9290421091,New York Stock Exchange,native_equity
VNOM.OQ,VNOM,US64361Q1013,Nasdaq Stock Exchange Global Select Market,native_equity
VNQ,VNQ,US9229085538,NYSE Arca Consolidated,projection_only
VNT.N,VNT,US9288811014,New York Stock Exchange,native_equity
VO,VO,US9229086296,NYSE Arca Consolidated,projection_only
VOCS.O,VOCS,,,native_equity
VOCS.OQ,VOCS,,,native_equity
VOD.OQ,VOD,US92857W3088,Nasdaq Stock Exchange Global Select Market,native_equity
VOE,VOE,US9229085124,NYSE Arca Consolidated,projection_only
VOL.PH,VOL,,,native_equity
VOLC.O,VOLC,,,native_equity
VOLC.OQ,VOLC,,,native_equity
VOO.P,VOO,US9229083632,NYSE Arca,projection_only
VOR.OQ,VOR,US9290332074,Nasdaq Stock Exchange Global Select Market,native_equity
VOT,VOT,US9229085389,NYSE Arca Consolidated,projection_only
VOXR.TO,VOXR,CA92919F1036,The Toronto Stock Exchange,native_equity
VOYA.N,VOYA,US9290891004,New York Stock Exchange,native_equity
VOYG.N,VOYG,US92892B1035,New York Stock Exchange,native_equity
VPG.N,VPG,US92835K1034,New York Stock Exchange,native_equity
VPHM.OQ,VPHM,,,native_equity
VPHMDE.INS,VPHMDE,,,native_equity
VPU,VPU,US92204A8760,NYSE Arca Consolidated,projection_only
VQ.PH,VQ,,,native_equity
VRA.OQ,VRA,US92335C1062,Nasdaq Stock Exchange Global Select Market,native_equity
VRAYQ.PK,VRAYQ,US92672L1070,USA Pink Sheets,native_equity
VRAZ.OQ,VRAZ,,,native_equity
VRCA.OQ,VRCA,US92511W2070,NASDAQ Stock Exchange Capital Market,native_equity
VRDN.OQ,VRDN,US92790C1045,NASDAQ Stock Exchange Capital Market,native_equity
VRE.N,VRE,US5544891048,New York Stock Exchange,native_equity
VREX.OQ,VREX,US92214X1063,Nasdaq Stock Exchange Global Select Market,native_equity
VRM.OQ,VRM,US92918V3078,NASDAQ Stock Exchange Global Market,native_equity
VRNS.OQ,VRNS,US9222801022,Nasdaq Stock Exchange Global Select Market,native_equity
VRP,VRP,US46138G8704,NYSE Arca Consolidated,projection_only
VRRM.OQ,VRRM,US92511U1025,NASDAQ Stock Exchange Capital Market,native_equity
VRSK.OQ,VRSK,US92345Y1064,Nasdaq Stock Exchange Global Select Market,native_equity
VRSN.OQ,VRSN,US92343E1029,Nasdaq Stock Exchange Global Select Market,native_equity
VRT.N,VRT,US92537N1081,New York Stock Exchange,native_equity
VRTS.N,VRTS,US92828Q1094,New York Stock Exchange,native_equity
VRTX.OQ,VRTX,US92532F1003,Nasdaq Stock Exchange Global Select Market,native_equity
VSAT.OQ,VSAT,US92552V1008,Nasdaq Stock Exchange Global Select Market,native_equity
VSATDE.INS,VSATDE,,,native_equity
VSCN.OQ,VSCN,,,native_equity
VSCO.N,VSCO,US9264001028,New York Stock Exchange,native_equity
VSE.PH,VSE,,,native_equity
VSEC.OQ,VSEC,US9182841000,Nasdaq Stock Exchange Global Select Market,native_equity
VSH.N,VSH,US9282981086,New York Stock Exchange,native_equity
VSLR.N,VSLR,,,native_equity
VST.N,VST,US92840M1027,New York Stock Exchange,native_equity
VSTM.OQ,VSTM,US92337C2035,NASDAQ Stock Exchange Capital Market,native_equity
VSTS.N,VSTS,US29430C1027,New York Stock Exchange,native_equity
VT,VT,US9220427424,NYSE Arca Consolidated,projection_only
VTAE.OQ,VTAE,,,native_equity
VTAL.O,VTAL,,,native_equity
VTEB.K,VTEB,US9229077469,NYSE Arca Consolidated,projection_only
VTEX.N,VTEX,KYG9470A1022,New York Stock Exchange,native_equity
VTGDF.PK,VTGDF,KYG932051132,USA Pink Sheets,native_equity
VTGN.OQ,VTGN,US92840H4002,NASDAQ Stock Exchange Capital Market,native_equity
VTI.P,VTI,US9229087690,NYSE Arca,projection_only
VTIP.O,VTIP,US9220208055,NASDAQ Global Market Consolidated,projection_only
VTIV.OQ,VTIV,,,native_equity
VTOL.N,VTOL,US11040G1031,New York Stock Exchange,native_equity
VTR.N,VTR,US92276F1003,New York Stock Exchange,native_equity
VTRU.P,VTRU,KYG9440D1034,NYSE Arca when trading NASDAQ Global Market,native_equity
VTS.N,VTS,US92852X1037,New York Stock Exchange,native_equity
VTV.P,VTV,US9229087443,NYSE Arca,projection_only
VTVT.OQ,VTVT,US9183852048,NASDAQ Stock Exchange Capital Market,native_equity
VTYF.TRE,VTYF,US92343X1000,London Stock Exchange,native_equity
VUG.P,VUG,US9229087369,NYSE Arca,projection_only
VUZI.OQ,VUZI,US92921W3007,NASDAQ Stock Exchange Capital Market,native_equity
VVC^B19,VVC^B19,US92240G1013,New York Consolidated,native_equity
VVUSDE.INS,VVUSDE,,,native_equity
VVV.N,VVV,US92047W1018,New York Stock Exchange,native_equity
VVX.N,VVX,US92242T1016,New York Stock Exchange,native_equity
VWO,VWO,US9220428588,NYSE Arca Consolidated,projection_only
VXF,VXF,US9229086528,NYSE Arca Consolidated,projection_only
VXRT.PK,VXRT,US92243A2006,USA Pink Sheets,native_equity
VXUS.O,VXUS,US9219097683,NASDAQ Global Market Consolidated,projection_only
VYGR.OQ,VYGR,US92915B1061,Nasdaq Stock Exchange Global Select Market,native_equity
VYM.P,VYM,US9219464065,NYSE Arca,projection_only
VYX.N,VYX,US62886E1082,New York Stock Exchange,native_equity
VZ.N,VZ,US92343V1044,New York Stock Exchange,native_equity
W.N,W,US94419L1017,New York Stock Exchange,native_equity
WAAS.N,WAAS,,,native_equity
WAB.N,WAB,US9297401088,New York Stock Exchange,native_equity
WABC.OQ,WABC,US9570901036,Nasdaq Stock Exchange Global Select Market,native_equity
WAFD.OQ,WAFD,US9388241096,Nasdaq Stock Exchange Global Select Market,native_equity
WAG.II,WAG,,,native_equity
WAL.N,WAL,US9576381092,New York Stock Exchange,native_equity
WALD.OQ,WALD,JE00BPG99318,NASDAQ Stock Exchange Capital Market,native_equity
WASH.OQ,WASH,US9406101082,Nasdaq Stock Exchange Global Select Market,native_equity
WAT.II,WAT,,,native_equity
WAT.N,WAT,US9418481035,New York Stock Exchange,native_equity
WATT.OQ,WATT,US29272C3016,NASDAQ Stock Exchange Capital Market,native_equity
WAUW.OQ,WAUW,,,native_equity
WAY.OQ,WAY,US9467841055,Nasdaq Stock Exchange Global Select Market,native_equity
WB.II,WB,,,native_equity
WBA.MX,WBA*,US9314271084,Bolsa Mexicana de Valores S.A. de C.V.,native_equity
WBC.N,WBC,,,native_equity
WBCO.OQ,WBCO,,,native_equity
WBD.OQ,WBD,US9344231041,Nasdaq Stock Exchange Global Select Market,native_equity
WBMD.OQ,WBMD,,,native_equity
WBS.N,WBS,US9478901096,New York Stock Exchange,native_equity
WBTN.OQ,WBTN,US94845U1051,Nasdaq Stock Exchange Global Select Market,native_equity
WCC.N,WCC,US95082P1057,New York Stock Exchange,native_equity
WCG.N,WCG,,,native_equity
WCI.B,WCI,,,native_equity
